Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
33.06,58.19,38.52,Sandy,Cotton,41,0,0,20-20,19.67,122.1
31.85,60.43,55.57,Black,Millets,7,15,14,17-17-17,22.56,119.25
30.72,58.92,37.12,Black,Ground Nuts,40,0,0,14-35-14,19.32,118.55
30.93,51.93,59.3,Clayey,Millets,12,0,30,Urea,23.35,101.7
32.82,51.28,43.6,Loamy,Oil seeds,12,4,15,DAP,18.5,96.0
38.48,75.65,60.75,Red,Tobacco,19,4,39,Urea,29.02,138.38
30.05,52.42,36.56,Clayey,Ground Nuts,8,1,10,17-17-17,15.4,111.85
32.52,68.89,20.1,Black,Maize,10,1,41,10/26/2026,18.71,149.53
36.56,57.49,36.1,Sandy,Tobacco,36,4,0,14-35-14,18.97,105.4
35.24,58.34,70.0,Red,Oil seeds,16,2,41,14-35-14,28.68,108.11
36.62,59.89,60.47,Clayey,Millets,32,0,2,DAP,23.18,119.91
36.55,74.21,57.63,Loamy,Maize,8,9,26,10/26/2026,25.4,151.4
28.24,54.65,34.37,Black,Tobacco,9,2,10,14-35-14,15.49,119.21
34.81,71.07,65.13,Sandy,Barley,9,8,19,20-20,25.53,141.13
33.96,61.85,38.37,Loamy,Tobacco,11,4,36,14-35-14,21.51,129.22
38.66,57.13,38.41,Red,Millets,26,0,17,Urea,19.84,113.41
31.6,44.66,29.0,Red,Ground Nuts,36,0,0,10/26/2026,15.67,90.36
29.13,60.0,59.01,Clayey,Ground Nuts,41,0,1,10/26/2026,24.1,123.59
27.19,41.27,67.57,Black,Oil seeds,11,1,5,10/26/2026,20.19,94.13
31.59,60.6,35.3,Sandy,Millets,10,9,19,17-17-17,18.82,123.03
32.81,55.45,48.08,Loamy,Millets,0,16,15,28-28,19.81,117.94
32.75,63.09,59.4,Sandy,Maize,9,13,35,28-28,26.74,133.45
27.87,61.74,37.0,Clayey,Millets,26,1,23,DAP,21.07,129.82
38.12,64.6,30.72,Black,Millets,36,0,3,10/26/2026,18.45,122.22
22.16,53.56,37.96,Red,Barley,16,8,9,14-35-14,17.9,126.08
38.32,64.18,57.84,Black,Oil seeds,26,1,14,10/26/2026,24.14,122.43
33.42,63.69,60.05,Clayey,Barley,17,0,32,10/26/2026,25.73,133.7
25.72,54.34,33.33,Sandy,Cotton,11,16,22,20-20,19.45,128.68
21.15,51.19,29.68,Red,Sugarcane,13,14,10,28-28,16.61,126.71
34.09,70.6,61.54,Loamy,Sugarcane,15,0,43,DAP,28.07,139.5
29.46,63.38,62.2,Black,Sugarcane,13,0,11,10/26/2026,22.38,141.46
25.92,43.31,64.77,Black,Pulses,40,0,2,17-17-17,23.59,106.2
35.55,69.73,53.43,Loamy,Ground Nuts,8,14,22,20-20,24.26,138.79
34.25,53.36,35.9,Red,Oil seeds,42,0,0,DAP,18.82,107.73
30.97,57.22,43.37,Black,Pulses,13,0,36,17-17-17,21.75,110.17
35.2,68.47,37.24,Sandy,Sugarcane,12,2,37,10/26/2026,21.95,132.15
38.71,73.81,59.76,Sandy,Barley,41,0,1,Urea,25.63,140.66
27.71,60.06,36.77,Red,Cotton,28,0,19,DAP,20.41,127.45
37.03,63.45,41.49,Loamy,Pulses,45,2,3,14-35-14,22.14,123.36
27.23,58.51,45.98,Loamy,Tobacco,35,0,0,14-35-14,20.3,121.46
26.97,48.53,43.66,Loamy,Cotton,14,4,27,14-35-14,20.34,106.07
32.92,65.89,35.29,Sandy,Paddy,9,4,9,17-17-17,16.95,130.75
34.48,69.0,39.73,Red,Barley,14,3,37,28-28,22.95,140.51
33.94,63.51,41.89,Loamy,Barley,22,1,18,17-17-17,20.88,130.92
24.62,49.8,42.81,Black,Paddy,6,0,18,10/26/2026,17.14,112.67
25.36,63.37,30.4,Black,Ground Nuts,19,0,25,14-35-14,19.02,148.64
26.91,59.1,36.25,Black,Maize,38,2,0,28-28,19.16,128.86
29.0,55.01,42.96,Black,Pulses,43,0,0,17-17-17,20.54,119.33
23.18,55.93,31.73,Sandy,Tobacco,16,0,8,17-17-17,15.54,129.1
25.19,58.09,62.65,Clayey,Ground Nuts,7,3,13,Urea,21.79,138.76
30.44,67.97,37.89,Sandy,Maize,26,4,20,28-28,21.88,133.07
31.66,60.47,54.89,Black,Barley,5,11,32,Urea,24.23,128.76
32.64,64.3,55.06,Red,Millets,27,0,21,20-20,24.64,126.87
35.96,77.25,46.31,Sandy,Pulses,9,14,16,10/26/2026,22.84,150.56
27.57,53.84,61.93,Red,Paddy,40,0,2,28-28,24.07,120.31
35.24,70.01,41.45,Loamy,Tobacco,10,0,45,10/26/2026,23.54,129.78
32.01,75.48,46.92,Loamy,Pulses,9,4,39,28-28,24.73,144.67
28.57,68.99,26.74,Black,Cotton,14,1,38,17-17-17,20.2,143.04
29.65,74.25,48.5,Clayey,Wheat,15,13,12,20-20,23.12,150.4
31.88,54.26,51.83,Sandy,Millets,20,1,15,14-35-14,21.19,111.25
30.33,61.47,37.93,Clayey,Tobacco,13,10,20,10/26/2026,20.18,129.66
34.43,71.22,33.72,Loamy,Ground Nuts,36,0,3,17-17-17,19.72,140.57
30.99,57.9,54.41,Black,Millets,8,0,11,28-28,19.52,133.27
25.38,47.27,38.73,Sandy,Sugarcane,27,0,17,20-20,19.07,111.38
29.31,42.8,34.07,Loamy,Cotton,10,20,20,14-35-14,18.59,97.29
22.93,58.67,22.0,Clayey,Wheat,17,3,40,17-17-17,19.27,134.94
32.33,62.09,28.28,Red,Maize,23,0,20,20-20,18.32,131.48
23.94,52.75,22.5,Red,Sugarcane,11,0,7,17-17-17,12.47,117.92
26.11,44.04,20.63,Black,Maize,16,1,15,14-35-14,13.33,100.3
34.03,68.66,20.0,Sandy,Paddy,4,5,25,20-20,15.97,140.28
28.66,50.21,39.99,Clayey,Barley,13,0,43,10/26/2026,21.42,104.11
29.25,57.38,56.74,Clayey,Cotton,35,0,0,20-20,22.34,122.32
26.73,63.35,28.54,Red,Maize,7,1,18,14-35-14,15.94,145.47
29.75,52.14,42.92,Red,Pulses,23,0,19,10/26/2026,20.1,107.49
34.74,69.51,46.51,Red,Sugarcane,9,22,21,10/26/2026,24.05,132.88
25.21,53.68,31.32,Loamy,Sugarcane,25,0,21,10/26/2026,18.53,127.23
26.97,51.24,63.49,Loamy,Cotton,36,4,0,Urea,23.82,116.55
31.39,63.52,49.6,Black,Millets,14,1,6,14-35-14,19.42,129.16
39.5,68.84,59.07,Sandy,Oil seeds,40,0,3,17-17-17,25.15,128.87
34.34,68.17,58.41,Red,Maize,12,8,18,28-28,24.2,135.04
32.1,63.35,34.52,Clayey,Cotton,11,0,43,14-35-14,21.34,127.63
30.78,59.71,47.46,Black,Wheat,7,0,34,10/26/2026,21.61,128.69
27.6,61.78,39.37,Loamy,Paddy,37,0,0,20-20,19.6,131.08
30.31,50.02,52.94,Clayey,Tobacco,8,0,37,10/26/2026,22.34,99.18
28.01,66.74,40.07,Sandy,Oil seeds,39,0,0,20-20,20.54,140.53
29.01,49.29,48.79,Black,Ground Nuts,15,12,15,DAP,20.99,103.6
34.92,71.93,35.76,Sandy,Oil seeds,14,0,37,14-35-14,22.0,145.67
27.61,59.67,27.04,Sandy,Maize,35,1,0,14-35-14,16.77,129.25
30.73,51.55,50.9,Sandy,Tobacco,17,0,33,DAP,22.84,106.23
27.12,57.97,29.2,Red,Barley,36,0,0,17-17-17,17.04,129.89
31.4,55.24,50.94,Clayey,Paddy,22,0,16,17-17-17,21.41,119.29
32.58,72.75,56.62,Red,Cotton,26,0,19,20-20,25.35,147.01
31.08,53.63,67.76,Red,Pulses,16,0,37,Urea,26.87,121.45
22.92,58.85,40.66,Sandy,Wheat,7,14,24,10/26/2026,20.77,138.27
33.69,68.75,64.77,Sandy,Cotton,7,11,30,28-28,27.03,141.25
38.32,63.67,32.08,Red,Oil seeds,8,0,34,20-20,19.08,126.19
27.0,53.84,49.81,Clayey,Cotton,24,2,24,DAP,22.85,117.52
31.16,64.16,61.68,Sandy,Cotton,8,17,14,Urea,24.6,137.52
36.68,51.39,43.94,Red,Sugarcane,13,0,37,Urea,21.43,100.44
29.88,69.91,32.28,Sandy,Ground Nuts,27,0,25,10/26/2026,21.25,151.01
28.79,61.44,38.2,Sandy,Oil seeds,45,3,4,DAP,21.58,125.32
38.44,70.05,40.58,Black,Wheat,6,17,19,10/26/2026,21.42,129.85
33.82,74.87,62.48,Black,Ground Nuts,7,17,9,DAP,24.93,149.63
31.87,58.58,44.74,Loamy,Ground Nuts,38,0,0,10/26/2026,20.51,123.9
35.06,66.92,66.68,Sandy,Maize,15,7,12,10/26/2026,25.13,123.81
31.51,53.12,38.43,Loamy,Oil seeds,16,0,10,28-28,16.9,119.7
27.12,59.72,32.35,Black,Oil seeds,9,10,27,DAP,19.34,136.92
30.3,53.26,50.53,Black,Maize,5,6,30,28-28,21.58,115.19
30.39,50.71,35.06,Clayey,Millets,40,2,3,14-35-14,18.83,106.16
30.46,61.98,38.7,Red,Millets,41,0,0,14-35-14,20.09,129.57
32.91,59.28,65.83,Red,Maize,34,3,0,DAP,24.64,117.29
36.53,68.28,24.67,Loamy,Millets,26,1,16,Urea,18.21,139.89
31.2,63.41,20.0,Black,Oil seeds,5,13,27,14-35-14,17.09,129.06
25.88,51.25,47.05,Red,Oil seeds,21,2,26,DAP,21.88,120.16
25.16,49.77,36.67,Loamy,Sugarcane,10,14,17,Urea,18.46,120.02
37.12,73.59,58.49,Red,Barley,34,3,0,Urea,24.61,152.28
32.36,68.52,44.89,Black,Oil seeds,11,3,43,20-20,24.38,144.69
33.07,59.3,29.82,Sandy,Tobacco,10,2,33,DAP,18.64,123.97
33.7,54.7,46.14,Sandy,Millets,8,4,38,10/26/2026,22.2,111.16
27.23,66.64,23.67,Loamy,Wheat,39,4,0,17-17-17,17.85,151.95
29.68,59.72,38.04,Sandy,Paddy,13,0,35,17-17-17,20.78,128.5
26.52,49.31,24.53,Loamy,Maize,14,0,5,10/26/2026,12.69,109.66
28.59,68.77,43.37,Clayey,Pulses,26,2,21,10/26/2026,22.9,146.6
27.05,63.47,50.21,Black,Pulses,1,21,19,14-35-14,22.54,138.9
26.85,55.04,32.87,Red,Pulses,16,0,14,14-35-14,16.58,117.64
35.75,65.56,56.3,Loamy,Sugarcane,11,0,37,14-35-14,25.02,128.99
30.32,57.25,49.76,Red,Millets,3,10,37,Urea,23.18,124.99
25.58,44.88,44.58,Loamy,Millets,9,8,11,DAP,17.6,97.22
36.84,69.25,34.94,Clayey,Sugarcane,16,4,18,10/26/2026,19.61,131.6
26.6,59.53,54.76,Black,Maize,7,16,13,14-35-14,22.3,137.24
30.17,51.46,26.6,Clayey,Tobacco,5,15,15,DAP,15.72,110.31
23.42,58.92,31.9,Loamy,Cotton,25,3,20,17-17-17,19.47,140.39
34.71,70.96,45.56,Loamy,Oil seeds,9,14,11,28-28,21.31,145.7
23.21,61.42,38.75,Red,Sugarcane,9,1,10,Urea,16.89,141.62
28.66,55.38,60.99,Red,Cotton,13,0,11,17-17-17,21.34,111.75
31.02,55.51,28.28,Sandy,Wheat,12,2,17,28-28,15.86,114.73
31.18,61.94,25.48,Clayey,Sugarcane,10,3,36,Urea,18.64,121.36
29.41,59.37,32.03,Sandy,Barley,38,1,4,14-35-14,18.79,119.92
37.15,54.95,39.11,Red,Ground Nuts,16,0,43,28-28,22.17,105.01
33.32,69.38,35.87,Clayey,Paddy,11,3,28,DAP,20.41,139.05
24.37,53.17,55.48,Red,Wheat,11,0,36,DAP,23.46,116.36
27.64,40.23,66.03,Red,Sugarcane,38,3,3,Urea,23.83,96.33
25.47,54.39,36.46,Black,Ground Nuts,37,0,4,Urea,18.88,124.72
35.97,56.77,47.57,Black,Maize,5,15,21,DAP,21.34,112.27
29.73,55.37,43.18,Red,Maize,25,3,25,14-35-14,22.12,121.46
30.34,70.27,32.51,Loamy,Ground Nuts,6,11,33,10/26/2026,21.03,149.41
24.16,62.88,41.92,Clayey,Cotton,19,0,21,DAP,20.67,143.78
36.79,58.13,54.07,Red,Ground Nuts,20,3,15,14-35-14,22.33,121.03
35.66,58.0,53.6,Sandy,Tobacco,11,16,15,DAP,22.82,115.62
31.46,52.2,31.78,Loamy,Barley,24,0,23,28-28,18.63,110.1
27.52,50.05,30.28,Clayey,Sugarcane,15,1,12,20-20,15.26,113.89
31.72,56.61,58.53,Sandy,Wheat,37,0,0,17-17-17,22.92,109.43
30.56,61.41,56.55,Red,Ground Nuts,4,0,14,14-35-14,20.15,137.18
36.1,60.94,59.0,Clayey,Ground Nuts,35,2,2,20-20,23.74,113.7
31.44,54.65,44.13,Sandy,Pulses,25,0,19,28-28,20.89,119.69
35.97,67.11,42.9,Clayey,Ground Nuts,3,11,31,DAP,22.04,144.27
24.32,56.99,61.02,Red,Oil seeds,32,2,1,14-35-14,23.15,126.07
28.32,58.66,47.07,Clayey,Tobacco,16,1,38,20-20,23.53,131.4
32.94,58.34,26.77,Sandy,Tobacco,40,0,0,Urea,17.19,121.85
34.71,60.07,27.77,Sandy,Maize,17,4,23,10/26/2026,18.16,123.72
26.56,53.14,68.28,Clayey,Millets,13,0,10,17-17-17,22.42,119.41
28.67,46.65,41.01,Clayey,Maize,39,0,0,Urea,18.72,106.78
38.53,71.59,55.4,Loamy,Tobacco,42,0,0,17-17-17,24.54,139.22
26.85,57.04,22.3,Red,Cotton,16,0,41,17-17-17,18.71,126.89
37.69,56.38,57.45,Clayey,Sugarcane,7,2,8,10/26/2026,19.68,108.41
30.5,44.64,38.98,Black,Maize,40,0,1,20-20,18.41,97.49
26.28,48.68,70.0,Red,Sugarcane,34,4,2,Urea,24.87,114.38
25.57,62.06,37.05,Clayey,Sugarcane,12,4,13,20-20,17.97,128.06
36.47,68.04,31.14,Black,Barley,15,0,34,14-35-14,20.38,137.68
29.61,61.46,58.05,Clayey,Maize,13,15,16,20-20,24.36,129.0
32.27,43.73,42.3,Red,Barley,11,0,31,10/26/2026,19.13,95.11
32.45,72.32,58.58,Red,Sugarcane,35,4,4,17-17-17,25.4,153.76
31.45,59.69,21.84,Clayey,Cotton,36,2,3,20-20,16.49,117.55
30.78,58.79,47.7,Clayey,Sugarcane,27,4,19,DAP,22.92,128.53
34.17,50.98,30.6,Black,Paddy,14,0,42,Urea,19.62,96.3
28.46,59.53,22.83,Sandy,Oil seeds,40,4,0,28-28,17.12,135.12
31.84,70.47,33.25,Sandy,Paddy,5,4,34,DAP,20.15,154.47
32.44,68.93,49.8,Black,Millets,41,1,1,17-17-17,23.3,133.37
29.94,66.26,49.69,Clayey,Wheat,11,0,5,20-20,18.96,144.57
31.34,71.35,48.67,Black,Ground Nuts,10,15,12,20-20,22.42,142.37
25.63,62.91,41.61,Clayey,Tobacco,20,0,22,DAP,20.91,138.82
34.35,55.97,36.25,Clayey,Millets,33,1,0,20-20,17.95,116.33
30.51,65.48,56.53,Clayey,Cotton,6,5,27,17-17-17,23.55,144.12
37.83,68.34,49.42,Black,Millets,38,0,0,14-35-14,22.42,129.97
24.16,50.01,55.95,Sandy,Sugarcane,3,10,28,28-28,22.34,113.56
30.37,56.03,56.06,Red,Wheat,26,0,14,14-35-14,22.82,130.51
20.52,53.81,70.0,Black,Sugarcane,7,4,9,14-35-14,22.38,132.6
30.38,62.75,49.15,Loamy,Millets,9,0,31,DAP,22.11,135.28
26.95,66.15,29.7,Clayey,Maize,37,0,0,10/26/2026,18.11,139.01
30.91,45.69,26.52,Red,Millets,17,0,13,17-17-17,14.37,85.24
28.2,65.07,29.22,Black,Pulses,3,12,33,28-28,19.55,131.57
33.24,67.96,42.8,Black,Barley,14,0,36,DAP,22.86,143.29
26.61,61.2,31.07,Loamy,Sugarcane,8,2,10,14-35-14,15.33,140.07
30.87,49.79,47.29,Sandy,Tobacco,23,0,24,20-20,21.49,105.83
29.27,66.25,31.4,Loamy,Paddy,19,2,22,10/26/2026,19.36,143.0
23.6,58.44,26.7,Black,Oil seeds,28,0,14,28-28,17.48,133.5
36.42,67.17,50.44,Sandy,Cotton,36,3,0,28-28,22.66,121.52
20.0,55.62,31.35,Loamy,Barley,9,20,16,17-17-17,18.58,130.36
29.8,56.47,33.35,Clayey,Wheat,18,4,23,28-28,19.07,127.09
29.62,47.21,39.21,Black,Cotton,38,0,0,Urea,18.26,111.58
22.62,42.74,22.19,Loamy,Sugarcane,18,15,9,14-35-14,15.01,102.71
25.29,46.46,44.88,Black,Millets,9,14,10,Urea,18.57,102.58
32.55,48.07,47.11,Clayey,Millets,37,0,1,28-28,19.93,99.42
32.87,61.85,40.26,Black,Sugarcane,13,1,9,Urea,17.69,126.48
26.11,61.27,51.36,Black,Barley,35,4,3,20-20,22.7,139.88
31.87,60.06,34.29,Black,Barley,9,2,25,28-28,18.26,122.74
32.58,48.15,44.44,Loamy,Paddy,43,1,0,28-28,20.3,96.44
29.57,61.98,37.31,Clayey,Sugarcane,14,0,37,28-28,21.31,132.59
27.54,61.78,69.59,Black,Oil seeds,10,10,29,DAP,27.45,133.85
35.8,70.42,24.42,Sandy,Cotton,19,2,24,28-28,18.68,147.79
30.64,43.47,43.45,Clayey,Ground Nuts,20,2,16,10/26/2026,18.74,90.01
33.81,60.32,39.79,Loamy,Millets,11,0,13,20-20,17.59,117.61
32.19,56.71,42.67,Clayey,Barley,19,1,19,17-17-17,20.05,108.51
24.9,56.17,38.53,Loamy,Pulses,3,22,16,20-20,19.47,124.52
30.68,53.52,44.75,Red,Cotton,12,0,13,DAP,18.05,113.74
27.75,51.19,44.54,Red,Ground Nuts,6,17,17,DAP,20.03,102.28
32.06,56.81,35.82,Black,Sugarcane,17,0,21,14-35-14,18.55,121.51
32.21,61.12,67.23,Clayey,Paddy,14,16,10,10/26/2026,25.56,125.32
33.28,65.51,47.53,Clayey,Tobacco,16,0,10,14-35-14,19.96,131.2
26.89,53.69,24.47,Loamy,Cotton,12,3,27,10/26/2026,16.56,119.55
31.99,66.28,51.34,Red,Maize,22,0,14,DAP,22.3,130.87
40.0,75.62,45.82,Black,Cotton,37,0,0,17-17-17,22.28,135.4
39.55,77.65,32.25,Sandy,Paddy,39,0,0,DAP,20.07,140.77
31.1,54.3,49.85,Sandy,Millets,26,0,17,17-17-17,21.85,115.29
30.71,50.67,62.58,Black,Oil seeds,10,11,33,Urea,25.68,103.37
36.09,74.92,37.36,Red,Maize,13,4,34,DAP,22.61,148.27
32.41,73.63,40.09,Loamy,Sugarcane,42,0,0,DAP,21.68,142.57
20.41,47.39,70.0,Loamy,Paddy,9,0,12,14-35-14,21.89,122.78
39.16,63.48,44.6,Black,Millets,9,12,32,17-17-17,23.22,113.89
29.43,48.63,56.66,Red,Wheat,23,0,21,17-17-17,22.8,111.32
25.23,48.9,32.37,Clayey,Paddy,35,0,1,20-20,16.76,109.43
27.82,57.4,31.09,Red,Oil seeds,42,0,0,28-28,18.26,128.53
26.28,53.62,61.96,Loamy,Paddy,13,10,29,Urea,25.55,117.85
29.07,44.79,38.69,Black,Paddy,39,0,0,DAP,18.07,97.55
29.07,56.85,52.96,Clayey,Oil seeds,21,0,22,17-17-17,22.73,122.39
27.78,53.53,62.54,Black,Wheat,13,8,10,DAP,22.51,118.88
31.27,64.6,62.52,Loamy,Pulses,6,4,29,28-28,24.81,142.0
23.13,50.43,38.07,Clayey,Paddy,32,4,0,28-28,18.06,114.16
30.36,62.15,33.85,Sandy,Pulses,36,3,0,Urea,18.84,138.21
27.51,66.12,33.06,Clayey,Ground Nuts,26,0,23,DAP,20.57,137.88
36.98,65.69,42.05,Loamy,Oil seeds,40,0,4,20-20,21.58,127.52
24.77,53.31,26.82,Sandy,Maize,8,1,5,20-20,12.8,115.33
29.73,65.86,46.73,Clayey,Ground Nuts,40,3,0,17-17-17,22.38,136.47
28.3,50.98,67.77,Black,Wheat,14,0,18,DAP,23.45,105.89
35.46,67.95,51.35,Loamy,Paddy,14,0,38,Urea,24.87,132.25
38.51,72.13,44.07,Sandy,Millets,14,3,39,Urea,24.43,145.5
26.83,56.77,54.59,Loamy,Pulses,24,1,15,17-17-17,22.59,128.33
34.03,53.39,46.23,Black,Ground Nuts,11,10,18,Urea,20.44,109.13
34.11,57.79,43.23,Red,Sugarcane,26,1,23,17-17-17,21.93,120.94
23.16,58.93,47.74,Loamy,Millets,1,13,12,28-28,19.34,135.15
22.4,57.86,63.99,Loamy,Pulses,10,0,8,Urea,21.28,143.63
25.11,62.03,42.44,Red,Tobacco,33,2,1,14-35-14,20.09,131.48
30.54,67.81,51.69,Clayey,Maize,34,0,0,Urea,22.22,145.74
40.0,77.33,57.68,Sandy,Pulses,35,0,0,14-35-14,24.52,139.17
29.77,67.26,46.16,Sandy,Ground Nuts,20,0,18,10/26/2026,21.66,137.63
28.57,63.78,31.25,Black,Paddy,17,0,39,Urea,21.03,143.53
40.0,78.33,45.34,Black,Maize,36,0,0,DAP,22.3,151.26
28.38,52.69,45.92,Sandy,Ground Nuts,9,5,30,DAP,21.05,103.78
25.14,49.84,20.0,Black,Maize,15,16,10,10/26/2026,15.13,117.75
32.76,59.14,55.84,Clayey,Oil seeds,11,16,8,20-20,22.33,122.62
28.16,54.87,44.86,Clayey,Ground Nuts,10,4,4,14-35-14,17.16,115.41
32.63,54.58,41.18,Clayey,Paddy,38,0,3,28-28,19.84,119.95
28.25,53.46,37.81,Sandy,Oil seeds,12,0,36,14-35-14,20.11,115.6
27.1,58.81,28.94,Sandy,Maize,9,1,16,17-17-17,15.57,131.06
31.7,56.91,48.75,Black,Maize,19,0,18,17-17-17,20.99,118.27
33.32,59.59,41.45,Red,Wheat,7,14,16,10/26/2026,19.8,126.42
29.16,54.43,24.67,Red,Oil seeds,42,0,0,Urea,16.68,110.22
33.63,64.13,34.63,Sandy,Cotton,13,1,9,10/26/2026,16.79,118.4
33.46,62.58,24.01,Clayey,Oil seeds,1,14,17,DAP,15.86,120.93
29.49,61.99,38.54,Clayey,Barley,10,1,37,28-28,21.11,137.81
37.73,78.44,43.81,Loamy,Maize,5,6,23,DAP,21.71,153.26
32.28,57.19,36.23,Red,Wheat,10,0,43,10/26/2026,20.91,114.75
32.34,69.02,43.22,Red,Barley,10,2,10,17-17-17,18.85,145.33
30.69,61.53,44.72,Sandy,Barley,12,10,8,17-17-17,19.6,127.55
28.05,59.27,27.07,Red,Tobacco,7,3,13,20-20,14.79,137.67
36.17,61.99,40.86,Clayey,Pulses,8,0,41,28-28,21.72,116.49
26.77,64.03,57.33,Red,Oil seeds,9,5,27,20-20,24.02,140.14
33.21,59.82,45.42,Loamy,Cotton,20,0,17,10/26/2026,20.62,115.58
30.82,55.95,70.0,Loamy,Wheat,40,0,1,10/26/2026,25.74,126.3
34.65,70.51,57.0,Black,Ground Nuts,40,0,3,28-28,24.9,139.01
30.43,70.25,53.78,Red,Maize,11,9,18,17-17-17,23.48,148.51
22.87,45.11,21.74,Black,Sugarcane,13,13,13,DAP,14.71,114.82
22.79,48.84,56.1,Black,Paddy,6,0,12,Urea,18.8,115.79
26.32,63.21,69.24,Red,Maize,14,0,37,17-17-17,27.82,143.93
31.25,69.0,50.68,Sandy,Maize,13,9,35,17-17-17,25.59,149.78
31.95,57.54,27.63,Loamy,Millets,8,15,20,17-17-17,17.73,122.47
27.03,63.0,44.8,Loamy,Maize,8,17,18,DAP,21.71,142.23
39.45,77.38,41.31,Red,Ground Nuts,8,1,42,10/26/2026,23.65,152.37
27.13,53.92,67.62,Black,Ground Nuts,9,7,25,Urea,25.07,117.27
31.83,61.48,51.62,Clayey,Barley,9,0,32,14-35-14,22.62,133.4
21.37,57.03,60.02,Sandy,Millets,6,0,9,17-17-17,19.96,133.45
28.78,45.41,33.28,Red,Millets,12,3,29,17-17-17,17.8,100.45
33.44,67.72,40.98,Loamy,Maize,13,6,33,DAP,22.77,142.83
33.14,57.63,47.22,Loamy,Tobacco,14,0,12,Urea,19.11,106.77
29.37,74.97,35.82,Red,Pulses,21,0,24,10/26/2026,21.41,170.6
28.65,63.42,42.26,Loamy,Wheat,21,1,17,10/26/2026,20.64,137.05
28.31,57.46,30.33,Sandy,Millets,37,0,4,14-35-14,17.96,123.18
37.01,59.22,39.3,Sandy,Cotton,11,0,37,14-35-14,20.98,120.04
24.68,49.73,57.68,Black,Ground Nuts,36,0,0,17-17-17,21.91,116.28
23.48,47.26,34.88,Loamy,Ground Nuts,18,0,21,Urea,17.55,117.29
34.27,69.31,41.01,Loamy,Oil seeds,38,0,0,17-17-17,20.83,136.7
24.87,66.48,38.24,Black,Barley,13,17,16,17-17-17,21.2,150.01
31.6,46.43,60.07,Loamy,Tobacco,35,0,0,17-17-17,21.91,106.89
33.9,64.42,47.41,Sandy,Millets,23,0,13,28-28,21.32,128.79
29.68,61.79,25.12,Loamy,Wheat,40,3,0,20-20,17.65,131.83
36.07,67.14,27.42,Clayey,Oil seeds,35,1,0,Urea,17.6,124.94
30.88,47.99,36.9,Sandy,Ground Nuts,44,0,3,DAP,19.23,107.98
23.28,50.87,49.11,Clayey,Paddy,20,0,21,10/26/2026,21.06,120.48
25.46,51.66,35.48,Clayey,Sugarcane,23,4,14,17-17-17,18.41,124.98
31.97,56.88,44.52,Sandy,Ground Nuts,7,9,27,10/26/2026,21.04,115.2
33.65,54.44,47.34,Loamy,Pulses,20,0,20,28-28,20.91,106.52
29.41,52.2,37.85,Clayey,Wheat,42,0,0,28-28,19.09,109.21
33.14,53.67,35.54,Loamy,Wheat,11,0,40,DAP,20.12,113.04
34.04,51.83,35.12,Loamy,Maize,7,12,25,10/26/2026,18.81,103.52
29.59,69.84,47.02,Sandy,Ground Nuts,45,4,2,DAP,24.04,142.68
21.86,61.37,27.44,Clayey,Millets,9,17,15,10/26/2026,17.77,139.74
25.15,53.19,39.29,Sandy,Pulses,7,10,23,10/26/2026,19.18,116.97
28.5,65.02,37.98,Black,Tobacco,18,0,38,14-35-14,22.5,139.33
25.95,54.58,31.28,Black,Cotton,8,0,13,28-28,14.86,112.1
28.8,55.76,35.61,Loamy,Ground Nuts,9,0,35,20-20,19.3,128.94
28.73,63.67,33.14,Loamy,Paddy,10,0,13,17-17-17,16.45,146.39
28.11,45.22,66.38,Red,Maize,14,3,19,DAP,23.2,106.96
24.63,51.74,20.0,Loamy,Paddy,10,14,25,17-17-17,16.52,114.28
24.23,60.39,25.34,Loamy,Barley,38,0,1,DAP,16.96,137.77
35.44,59.69,21.57,Sandy,Pulses,8,0,36,Urea,16.88,115.3
32.54,55.61,56.88,Clayey,Oil seeds,10,0,33,28-28,23.39,120.88
29.74,50.15,30.71,Black,Cotton,24,2,25,10/26/2026,18.81,104.81
32.17,47.61,35.09,Clayey,Tobacco,44,0,0,10/26/2026,18.38,91.76
31.94,53.5,34.06,Black,Wheat,6,1,14,17-17-17,15.31,105.11
32.9,54.1,49.07,Black,Wheat,10,0,4,Urea,17.32,110.39
30.2,44.61,36.62,Clayey,Pulses,21,0,22,DAP,18.23,94.59
28.07,71.72,34.22,Red,Tobacco,43,0,0,DAP,20.47,156.49
33.42,53.47,50.87,Sandy,Oil seeds,7,2,36,28-28,22.27,105.38
38.9,76.36,23.34,Black,Ground Nuts,8,3,38,10/26/2026,19.65,153.81
28.68,59.59,30.67,Clayey,Oil seeds,17,12,14,10/26/2026,18.54,132.45
30.71,61.75,42.85,Loamy,Maize,23,3,23,14-35-14,22.09,131.93
29.26,46.67,40.59,Clayey,Cotton,11,1,36,17-17-17,19.98,101.46
33.76,64.28,62.87,Sandy,Millets,7,0,39,17-17-17,25.9,130.3
27.86,67.32,40.15,Clayey,Sugarcane,5,0,9,17-17-17,16.86,154.36
28.44,56.96,55.12,Black,Paddy,10,0,6,28-28,19.12,132.64
29.24,46.88,44.55,Black,Barley,15,4,34,20-20,21.55,94.65
